pregunta,respuesta
abracadabra,a mystical word or collocation of letters written as in the figure. worn on an amulet it was supposed to ward off fever. at present the word is used chiefly in jest to denote something without meaning; jargon.
abradant,"a material used for grinding, as emery, sand, powdered glass, etc."
abrade,"to rub or wear off; to waste or wear away by friction; as, to abrade rocks.-same as abraid."
abraded,of abrade
abrading,of abrade
abraham-man,alt. of abram-man
abrahamic,"pertaining to abraham, the patriarch; as, the abrachamic covenant."
abrahamitic,alt. of ical
abraid,"to awake; to arouse; to stir or start up; also, to shout out."
abram-man,"one of a set of vagabonds who formerly roamed through england, feigning lunacy for the sake of obtaining alms."
abranchial,abranchiate.
abranchiata,"a group of annelids, so called because the species composing it have no special organs of respiration."
abranchiate,without gills.
abrase,rubbed smooth.
abrasion,"the act of abrading, wearing, or rubbing off; the wearing away by friction; as, the abrasion of coins.-the substance rubbed off.-a superficial excoriation, with loss of substance under the form of small shreds."
abrasive,producing abrasion.
abraum,alt. of abraum salts
abraum salts,a red ocher used to darken mahogany and for making chloride of potassium.
abraxas,"a mystical word used as a charm and engraved on gems among the ancients; also, a gem stone thus engraved."
abray,see abraid.
abreast,"side by side, with breasts in a line; as, ""two men could hardly walk abreast.""-side by side; also, opposite; over against; on a line with the vessel's beam; -- with of.-up to a certain level or line; equally advanced; as, to keep abreast of [or with] the present state of science.-at the same time; simultaneously."
abregge,see abridge.
abrenounce,to renounce.
abrenunciation,absolute renunciation or repudiation.
abreption,a snatching away.
abreuvoir,"the joint or interstice between stones, to be filled with mortar."
abricock,see apricot.
abridge,"to make shorter; to shorten in duration; to lessen; to diminish; to curtail; as, to abridge labor; to abridge power or rights.-to shorten or contract by using fewer words, yet retaining the sense; to epitomize; to condense; as, to abridge a history or dictionary.-to deprive; to cut off; -- followed by of, and formerly by from; as, to abridge one of his rights."
abridged,of abridge
abridger,one who abridges.
abridging,of abridge
abridgment,"the act of abridging, or the state of being abridged; diminution; lessening; reduction or deprivation; as, an abridgment of pleasures or of expenses.-an epitome or compend, as of a book; a shortened or abridged form; an abbreviation.-that which abridges or cuts short; hence, an entertainment that makes the time pass quickly."
abroach,"to set abroach; to let out, as liquor; to broach; to tap.-broached; in a condition for letting out or yielding liquor, as a cask which is tapped.-hence: in a state to be diffused or propagated; afoot; astir."
abroad,"at large; widely; broadly; over a wide space; as, a tree spreads its branches abroad.-without a certain confine; outside the house; away from one's abode; as, to walk abroad.-beyond the bounds of a country; in foreign countries; as, we have broils at home and enemies abroad.-before the public at large; throughout society or the world; here and there; widely."
abrogable,capable of being abrogated.
abrogate,"abrogated; abolished.-to annul by an authoritative act; to abolish by the authority of the maker or his successor; to repeal; -- applied to the repeal of laws, decrees, ordinances, the abolition of customs, etc.-to put an end to; to do away with."
abrogated,of abrogate
abrogating,of abrogate
abrogation,the act of abrogating; repeal by authority.
abrogative,"tending or designed to abrogate; as, an abrogative law."
abrogator,one who repeals by authority.
abrood,in the act of brooding.
abrook,to brook; to endure.
abrupt,"broken off; very steep, or craggy, as rocks, precipices, banks; precipitous; steep; as, abrupt places.-without notice to prepare the mind for the event; sudden; hasty; unceremonious.-having sudden transitions from one subject to another; unconnected.-suddenly terminating, as if cut off.-an abrupt place.-to tear off or asunder."
abruption,a sudden breaking off; a violent separation of bodies.
abruptly,"in an abrupt manner; without giving notice, or without the usual forms; suddenly.-precipitously."
abruptness,"the state of being abrupt or broken; craggedness; ruggedness; steepness.-suddenness; unceremonious haste or vehemence; as, abruptness of style or manner."
abscess,"a collection of pus or purulent matter in any tissue or organ of the body, the result of a morbid process."
abscesses,of abscess
abscession,"a separating; removal; also, an abscess."
abscind,to cut off.
abscision,see abscission.
absciss,see abscissa.
abscissa,"one of the elements of reference by which a point, as of a curve, is referred to a system of fixed rectilineal coordinate axes."
abscissae,of abscissa
abscissas,of abscissa
abscisses,of absciss
abscission,"the act or process of cutting off.-the state of being cut off.-a figure of speech employed when a speaker having begun to say a thing stops abruptly: thus, ""he is a man of so much honor and candor, and of such generosity -- but i need say no more."""
abscond,"to hide, withdraw, or be concealed.-to depart clandestinely; to steal off and secrete one's self; -- used especially of persons who withdraw to avoid a legal process; as, an absconding debtor.-to hide; to conceal."
absconded,of abscond
abscondence,fugitive concealment; secret retirement; hiding.
absconder,one who absconds.
absconding,of abscond
absence,"a state of being absent or withdrawn from a place or from companionship; -- opposed to presence.-want; destitution; withdrawal.-inattention to things present; abstraction (of mind); as, absence of mind."
absent,"being away from a place; withdrawn from a place; not present.-not existing; lacking; as, the part was rudimental or absent.-inattentive to what is passing; absent-minded; preoccupied; as, an absent air.-to take or withdraw (one's self) to such a distance as to prevent intercourse; -- used with the reflexive pronoun.-to withhold from being present."
absent-minded,absent in mind; abstracted; preoccupied.
absentaneous,pertaining to absence.
absentation,the act of absenting one's self.
absented,of absent
absentee,"one who absents himself from his country, office, post, or duty; especially, a landholder who lives in another country or district than that where his estate is situated; as, an irish absentee."
absenteeism,the state or practice of an absentee; esp. the practice of absenting one's self from the country or district where one's estate is situated.
absenter,one who absents one's self.
absenting,of absent
absently,in an absent or abstracted manner.
absentment,the state of being absent; withdrawal.
absentness,the quality of being absent-minded.
absey-book,an a-b-c book; a primer.
absinth,alt. of absinthe
absinthate,a combination of absinthic acid with a base or positive radical.
absinthe,the plant absinthium or common wormwood.-a strong spirituous liqueur made from wormwood and brandy or alcohol.
