pregunta, respuesta
 Lo buscaré de nuevo después de comer. Te ayudaré también., Gracias mmm este sándwich es muy bueno sí lo es
" Daisy, me alegro mucho de que hayas podido venir desde Taipei este fin de semana. Yo también.", Me divertí mucho hoy y gracias Derek por unirte a nuestro picnic.
" Gracias por invitarme, ¿tenemos más hielo? Mi bebida está caliente.", No lo siento
" Iré a la tienda y te compraré algo, Patty."," Iré contigo, esa chica es bonita."
" A Daisy le gustaría su bronceado, eh.", Su reloj se parece al mío realmente
" Tal vez sea tuyo, no lo sé, vamos a averiguarlo."," Disculpe, ¿qué hora es? Son las cinco en punto."
" Gracias, es un reloj muy bonito. ¿Puedo verlo?"," Está bien, Patty, ¿qué estás haciendo? Solo confía en mí."
" ¿Usas tu reloj muy a menudo? Lo uso todo el tiempo, incluso hoy."," Afuera, al sol, sí"
 Entonces tu piel probablemente sea blanca en el lugar donde estaría el reloj.," Solo devuélveme mi reloj. No, este no es tu reloj."
"Entonces, ¿a dónde vamos?"," Vamos a un lugar especial, lo sé, pero ¿qué tipo de lugar especial es?"
 ¿Es un restaurante? ¿Vamos a un buffet?, Un buffet ¿tienes hambre?
" No, pero tengo curiosidad, Patty, esto no es un misterio, solo disfrútalo.", El día está bien
" ¿Vamos a una fiesta? Patty, ¿vale?"," No más preguntas querida Patty, estamos aquí."
 ¿Dónde estamos? Estamos en Taipei.," Hola, Taipei."
" Daisy vive aquí, así es, hoy vamos a salir con Daisy."," De verdad que es genial, ve a buscarla, puedo esperar en el auto, ¿de acuerdo?"
" Hola, hola Daisy, estamos aquí, Patty.", Voy bien
" Hola Sra. Jones, gracias por invitarme. De nada."," Querida y Daisy, por favor llámame abuela, ¿de acuerdo, abuela?"
 Estoy emocionado por hoy yo también nos vamos a divertir," Bueno, ¿todos están listos? Sí, ¿a dónde vamos? Vamos a comer."
" Comida americana, realmente sí, extrañas tu hogar, lo sabemos, así que queríamos...", para hacer algunas cosas americanas hoy gracias
 Eso será divertido, Estoy tan lleno
"Esa fue una comida buenísima, sí lo fue."," Gracias por invitarnos abuela, de nada."
 ¿A dónde vamos ahora? Vamos a Miramar., ¿Qué es eso? Es un centro comercial
" De ninguna manera me encantan los centros comerciales, lo sabemos."," Bueno, ¿qué estamos esperando? Vamos. ¿Es eso una noria en la parte superior de la..."
" Edificio sí lo es, si quieres podemos montarlo más tarde"," Quiero estar bien, pero primero consigamos entradas para nuestro"
" Película, también estamos viendo una película."," Sí, vamos al cine Imax. Genial, ¿qué película vamos a ver? Ya verás."
 Hola nos gustaría cuatro entradas para el 230," Película Imax, ¿qué te gustaría configurar? ¿Podemos?"
" Siéntate en la última fila, asegúrate de elegir tus asientos para ver una película.", El teatro aquí es diferente
" Sí, cada boleto es un asiento asignado."," Interesante, ¿podemos comprar también billetes para el ferri?"
 rueda aquí sí ¿cuántas quieres? queremos cuatro boletos por favor," No hay problema, fue divertido."
" Hola, ¿qué hora es? Son las 2:10.",Tenemos 20 minutos antes de que empiece nuestra película. ¿Podemos ir a comprar palomitas de maíz?
" Claro, oye tú", Yo si tu cual es tu problema
" El problema es que algo anda mal, señor. Sí.", Este niño chocó conmigo y derramó su refresco sobre mí.
" No, no lo hice. Lo siento señor.", ¿Pero estás seguro de que acabamos de bajar de la noria?
 Estoy seguro de haber visto su camiseta roja cuando sucedió esto., Esto pasó hace diez minutos a las dos en punto.
 Miré mi reloj cuando chocó conmigo.," Lamento lo de su camisa, señor, pero se equivocó de persona."
" Roger no podría haber chocado contigo, sí mamá, estoy bien.", Me lo estoy pasando genial pero te extraño
" Yo también te amo, adiós"," ¿Cómo está tu madre? Está bien, pero me extraña."
 y la extrañas mucho," Sí, pero también me estoy divirtiendo mucho."
 Hay tantas cosas interesantes aquí, Y puedes ver más hoy volvemos a Taroko Gorge.
" Me encanta el desfiladero, lo sé.", Pero hoy vamos a un pueblo aborigen para turistas.
Podemos aprender sobre su cultura. ¿Hay muchas tribus aborígenes en?, Taiwán hay 13 tribus. Estamos visitando un pueblo de los turoko.
 Tribu hoy que podemos hacer allí, Podemos comer algo de comida aborigen y ver bailes.
 Eso suena divertido ¿dónde está Brian?, Nos reuniremos con él en su casa. ¿Sabe mucho sobre el pueblo?
" Sabe mucho de todo, puedes ver mucho allí y puedes comprar.", También comprar sí
 Puedes comprar algunas artesanías. Puedo comprar algunas de mi familia en casa.," Aquí estamos, qué lugar tan bonito."
 Todo es tan verde que quiero verlo todo., Comenzaremos en el centro de visitantes.
" Puedes ver muchas cosas allí, sí."," Querrás ver la presentación sobre los aborígenes, aprenderás mucho."
" Genial, pero ¿qué me puede decir Brian el cerebro?", Sobre ellos hay más de
 450.000 aborígenes en Taiwán ahora, Vinieron aquí hace muchos años
" Algunos viven aquí en las montañas, otros viven en las llanuras.",¿Qué hacían? Pescaban o cazaban. También hacían algo.
 También se dedicaban a la agricultura y algunas de las tribus de las montañas eran cazadores de cabezas., pero ya no cazan cabezas
 Por supuesto que no," La presentación hablará sobre los taroko, una gran tribu."
" No, son una pequeña tribu. Los amis son una tribu."," Tribu grande, muchos de ellos también viven en Hualien."
 En esta zona se celebra un gran festival de la cosecha cada año., Este año es muy divertido
 Quiero ver que tal vez puedas en otra ocasión," Si no tienes tiempo este año, volveré para poder verlo."
 festival bueno, ¿Qué es ese edificio? La arquitectura es maravillosa.
" Bueno, vean la presentación sobre la tribu taroco allí.", Entonces veremos las exhibiciones en otro edificio.
 Me gustaría verlos bien y también ver algo de sus artes y, artesanías y algunas mujeres taroko pueden estar tejiendo
" Y luego podremos ver algunos bailes de taroko, no puedo esperar."," Esa fue una buena presentación, aprendí mucho."
Yo también no sabía nada de sus tatuajes cuando yo, Llegué por primera vez a Hualien hace años y ahora veo muchos esos tatuajes.
" Rara vez los veo, ahora solo los tienen personas muy mayores.", ¿Alguien les está tomando fotografías? Necesitan preservar esa parte de ellos.
 Cultura Sé que algunas personas están haciendo eso., Las mujeres taroko son muy buenas tejiendo
" Ahora usan muchos colores, pero antes solo usaban blanco.", Tejer algo de rojo y verde debe llevar mucho tiempo.
" Bueno, volvamos a la tienda de regalos ahora.", quiero comprarle algo a mi madre seguro
" Pero no compres demasiado tiempo, todavía tenemos más por ver.", ¿Podemos ver los bailes ahora? Ahora no.
 Bueno los veremos después de la cena podemos comer cerdo asado y bambú," El arroz suena interesante, quiero probarlo."
 pero todavía tenemos un par de horas antes," Cena, vamos a caminar por el bosque de bambú."
 Está encima del centro de visitantes y podemos ver muchas plantas y pájaros., ahí vamos
 ¿Quieres comprar uno?,¿Qué son? Son poemas en lengua toroku.
" Este trata realmente sobre el bambú, la escritura es muy bonita.", ¿Qué estás mirando? Este hombre está vendiendo poemas de taroko.
 Creo que debería comprar uno. Creo que deberías ahorrar tu dinero., ¿No son poemas de taroko? La última vez empezamos con tres preguntas y
 respuestas hoy bueno continuamos con las otras tres ok cuantos años tienes, sobrina ok alguien aquí ¿cuántos años tiene tu sobrina? ¿cuántos años tiene tu yerno? ¿cuántos años tiene tu yerno?
 ¿Cuántos años tiene tu primo? ¿Cuántos años tiene tu sobrino?, ella tiene eso es si esa es una niña una mujer si
" Eso es un niño o un hombre, tenemos que decir que está bien, ella tiene 10.", años puedes decir que tiene 10 eso esta bien tiene 10 o tiene 10 años
" viejo, vale, cualquier edad, está aquí, tiene 10, tiene 20, tiene cinco.", ¿A tu suegro le gusta bailar? ¿Estás preguntando por tus parientes?
 pasatiempo ok ahí está tu suegro le gusta bailar puedes decir ahí está tu,"Suegra, ¿a tus abuelos les gusta bailar?"
 nadar cantar jugar golf jugar tenis ok," Si es así, dices que sí y puedes agregar más información que tenga."
 muy bueno bailando ok y si no es asi dices que no el no lo hace y tu puedes como," Una información de que le gustan otros pasatiempos, está bien, entonces le gustan las mujeres."
 Eso quiere decir que no le gusta bailar pero le gustan las mujeres., uh cuantos
 primos tienes cuantos primos tienes cuantos, ¿Tienes sobrinas? ¿Cuántos sobrinos tienes?
" Tengo cinco primos, vale, tengo tres primos, algo así.", Así que de nuevo tenemos ¿Qué edad tiene tu sobrina? ¿Qué edad tiene tu sobrina? Ella tiene 10 años.
 ella tiene 10 años a tu suegro le gusta bailar," ¿A tu suegro le gusta bailar? Sí, le gusta. Baila muy bien. Sí."
" Él es muy bueno bailando. No, no le gusta nadar. No, no le gusta.", a él le gusta nadar ¿cuantos primos tienes?
¿Cuántos primos tienes? Tengo cinco primos. Tengo cinco primos., texto
" ¿Está lista la cena, mamá? Sí, ve a buscar a Paul.", Él está cenando con nosotros ¿por qué?
" Sus padres no están en casa esta noche, ¿de acuerdo?"," John, ¿puedes conseguir los palillos?"
 La cena huele bien ¿puedo ayudar?," No, no, Patty, siéntate aquí, estoy de vuelta con Paul."
" Hola tío John, Susie, es decir, hola, Patty. Este es Paul, es nuestro vecino."," Hola Paul, hola"
" Vamos a comer hamburguesas, todos prueben un poco de pollo de tres tazas.", tres tazas de pollo no
" No tres tazas de pollo, tres tazas de pollo, necesitas 3 tazas de", ingredientes 3 tazas de pollo es realmente bueno
" Mamá es la mejor cocinera, gracias. Aquí hay un poco de arroz frito."," No, gracias, me encanta el arroz frito."
 Mamá lo hace a veces. ¿Tu mamá cocina mucha comida china?, Ninguna mamá cocina más comida americana
" A papá le gusta la comida americana, sí lo recuerdo.", ¿Qué es ese plato? Tortilla de ostras
" Mmm, qué rico"," Es realmente bueno, pruebalo patty uh"
" Bueno, esto es","Interesante, oye Patty, ¿quieres la cabeza de pescado?"
 Empanada de cabeza de pescado y comer algunas verduras," Gracias Susie, esta verdura es Kong Xing Tai."
 En inglés la gente lo llama espinaca de agua kong shin tsai, Me gusta suzy
" Gracias por cocinar la cena, come más."," No, gracias, estoy lleno."
 comer más no puedo la comida no es tan buena excusa, yo paul
 ¿Qué dijiste eh?, Nada come más todo el mundo
" Suzy Aie, ¿cómo cocinaste la berenjena?"," ¿Te gusta? Sí, cuando mi mamá cocina berenjenas, generalmente son marrones, pero"
" Estas son moradas, las freí en un wok con un poco de", vinagre entonces la berenjena queda morada
 Mi esposa cocina la mejor comida china que conozco.," Suzy Ali, realmente cocinaste muchos platos."
" Ella lo hizo, pero ya sabes, en un banquete de bodas allí", A menudo son ocho platos de comida.
" Realmente, si fuera a uno, probablemente me atiborraría.", ¿Por qué ocho platos de comida son el número ocho en chino?
" Suena a buena suerte, cada plato también tiene un significado especial.","Eso es muy interesante, ma"
 ¿Qué hay de postre esta noche? Casi lo olvido., Hice algo especial
" Esa es mi moneda, Paul. No, no lo es. Sí, lo es. La moneda es genial.", Es oro devuélvelo paul
" Puedo compartirlo contigo, pero no es tuyo para compartirlo."," Es mío, Brian. Está bien si Paul quiere compartirlo, déjalo."
 pero no es suyo ambos pueden tenerlo," Brian, podemos jugar con ella juntos. Paul, mi maestro me dio la moneda."
" Estabas allí, ¿es cierto, Paul?"," No, el señor Lee me lo dio."
" ¿Cuándo me lo quitaste, Paul? ¿De qué estás hablando?"," ¿Cuándo te dio la moneda el señor Lee, Paul?"
 Déjame pensar que me lo dio el 31 de abril.," Entonces Paul no es el verdadero dueño, el verdadero dueño es Brian."
" ¿Cómo lo sabes Patty? Porque no existe el 31 de abril, el mes."," Abril solo tiene 30 días, eso es correcto."
" Bien, toma tu moneda, mi"," Pablo lo siento, está bien, lo siento."
" Realmente no me gusta Paul, ¿se mete mucho contigo?", si bueno
" No, realmente no"," él también lo molestan, Paul solo necesita ayuda a veces, todos la necesitamos."
" Él no era muy educado, no", Creo que Paul está enojado y triste porque sus padres no están mucho en casa.
 Así que a menudo lo invitamos a cenar con nosotros.," Intento ser amable, pero a veces"
" Es difícil, me alegro de que lo intentes, Brian."," Paul es un buen chico, Paul era grosero."
" Sí, pero debemos ser amables de todos modos. Somos amables con todos todo el tiempo.", o no
" Tienes razón, Susie. Bueno, llamaré a la madre de Paul más tarde."," Susie, puedo limpiar, no, no."
" Mamá, has tenido un día muy largo, bien limpio.", ok gracias
" Gracias Suzy, la cena estuvo muy buena. Lamento no poder llevarte a Taipei."," Ya lo sé abuela, no te preocupes, entiendo tus autos en el taller, lo sabemos."
 si y pueden arreglar a mi bebe, Espero que así sea tu bebé
" Es solo un auto, lo sé, pero me encanta mi auto.", Es mi bebe ¿qué le pasa a tu bebe los frenos?
" No son muy buenos, no puedo conducir un coche sin buenos frenos.","Así es, no es seguro ir a Tai Bay y la seguridad es..."
 importante no te preocupes abuela el tren es seguro, el tren estoy tan emocionado que no puedo ir contigo
 Estoy triste por eso pero tengo mi clase de inglés esta semana., abuela eres una buena maestra hoy roger te puede enseñar sobre el
" Tren, puedes tomarlo hasta Taipei. No puedo esperar."," Patty, siéntate en la ventana, el paisaje es hermoso."
