pregunta,respuesta
has anyone told you about jessica's party coming up?,i was told about it already. I am just waiting for my invitation.
i was told about it already. I am just waiting for my invitation.,is that right? i already got my invitation from her earlier.
is that right? i already got my invitation from her earlier.,i believe that she will give me the invitation today.
i believe that she will give me the invitation today.,are you even going to go?
are you even going to go?,"yeah, it sounds like it is going to be the best party of the year."
"yeah, it sounds like it is going to be the best party of the year.","exactly, it seems like it is going to be loads of fun."
"exactly, it seems like it is going to be loads of fun.",when exactly does the party start?
when exactly does the party start?,the invitation says it starts at 8:00 p.m.
the invitation says it starts at 8:00 p.m.,has she given out a lot of invitations yet?
has she given out a lot of invitations yet?,"i have no idea, she has not given out many though."
"hey, what is up?",nothing really.
nothing really.,I am throwing a party on friday.
I am throwing a party on friday.,i did not realize that.
i did not realize that.,you did not?
you did not?,nobody has told me anything about your party.
nobody has told me anything about your party.,did you want to go?
did you want to go?,when does it start?
when does it start?,at 8:00 p.m.
at 8:00 p.m.,i'll be there.
i'll be there.,i'd better see you there.
i'd better see you there.,of course.
what is going on with you?,fine. what is going on with you?
fine. what is going on with you?,I am having a party this friday.
I am having a party this friday.,i had no idea.
i had no idea.,is that right?
is that right?,i did not hear anything about it.
i did not hear anything about it.,can you go?
can you go?,what time?
what time?,it starts at 8 o'clock.
it starts at 8 o'clock.,i'll go.
i'll go.,i hope that i'll see you there.
i hope that i'll see you there.,no doubt.
what is going on?,not much.
not much.,"this friday, I am throwing a party."
"this friday, I am throwing a party.",oh really? i did not know that.
oh really? i did not know that.,are you serious?
are you serious?,i have not heard anything about it.
i have not heard anything about it.,can you make it?
can you make it?,what time does it start?
what time does it start?,the party starts at 8.
the party starts at 8.,"yeah, i think i'll go."
"yeah, i think i'll go.",am i going to see you there?
what is going on?,"nothing really, you?"
"nothing really, you?",I am throwing a party next saturday.
I am throwing a party next saturday.,is that right?
is that right?,"yeah, are you going to come?"
"yeah, are you going to come?","I am sorry, i cannot."
"I am sorry, i cannot.",why not?
why not?,i do not really want to.
i do not really want to.,"well, why do not you?"
"well, why do not you?",i hate going to parties.
i hate going to parties.,"well, that's okay."
"well, that's okay.","yeah, sorry."
what is up?,"nothing, how about you?"
"nothing, how about you?","next saturday, I am going to have a party."
"next saturday, I am going to have a party.","oh, really?"
"oh, really?",you are coming?
you are coming?,probably not.
probably not.,why is that?
why is that?,i do not feel like going.
i do not feel like going.,why not?
why not?,i really cannot stand going to parties.
i really cannot stand going to parties.,"i understand, i guess."
"i understand, i guess.",sorry about that.
what is happening?,"not a lot, what about you?"
"not a lot, what about you?",I am having a party next saturday.
I am having a party next saturday.,that's nice.
that's nice.,are you going to be there?
are you going to be there?,i do not think so.
i do not think so.,is there a reason why?
is there a reason why?,i just really do not want to go.
i just really do not want to go.,how come?
how come?,i do not really like parties.
i do not really like parties.,"i wish you would go, but that's okay."
