pregunta,respuesta
i had a great weekend my cousins and i explored taipei with our new friend,daisy daisy took us to see a lot of the sights
in taipei we went to the national palace museum,a place called shimon ding
how do you go to work,i usually go to work by bus do you usually travel by train yes i do
yes i do yes i do i love,traveling by train no i do not i usually travel by taxi
can i take the subway to the airport from here,i think you cannot or i think you cannot because there's no subway station around
here yes of course go straight for five minutes you will,see a subway station on your left do you prefer traveling by plane or by
train i prefer traveling by plane,now for number one how do you go to work how do you go to
work that means like i want to know what means of transport do you use to go to,work okay go to work you can say go there in short form go there
t that is not stress you can say as the okay go to gold,go to work how do you go to work i usually go to work by bus
i usually go to work by bus or i usually go to work by train by taxi,or maybe by helicopter or maybe by the subway okay
i usually go to work by bus number two,do you usually travel by train travel here
that does not mean travel that means to visit a place or country travel here in,transportation it means to go from one place to another place okay so travel do
